order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,freight_value,customer_zip_code_prefix,customer_state,seller_zip_code_prefix,seller_state,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_lat,customer_lng,seller_lat,seller_lng,delivery_delay,delay_days
2017-11-07 14:14:38,2017-11-17 17:48:23,2017-11-30 00:00:00,45.72,27211,RJ,37175,MG,ferramentas_jardim,7650.0,20.0,20.0,20.0,-22.486863285435657,-44.079219812556964,-20.940577532886604,-45.82723735222764,0,-13.0
2018-03-05 15:32:14,2018-05-02 21:42:47,2018-03-26 00:00:00,15.14,28893,RJ,13483,SP,fashion_bolsas_e_acessorios,200.0,16.0,2.0,11.0,-22.523466670512956,-41.945624780733546,-22.560755022881633,-47.44649444065285,1,37.0
2018-01-10 14:39:35,2018-01-22 21:29:01,2018-02-08 00:00:00,13.37,37701,MG,14092,SP,informatica_acessorios,1217.0,21.0,15.0,11.0,-21.789131323861138,-46.56757074031744,-21.177709840485356,-47.76782007545163,0,-17.0
2017-12-28 00:19:16,2018-02-07 02:32:39,2018-02-20 00:00:00,25.38,69089,AM,31255,MG,papelaria,600.0,16.0,39.0,37.0,-3.0919596163057417,-59.95542952412666,-19.86949505446246,-43.9509439543507,0,-13.0
2017-11-23 22:58:51,2017-12-12 21:33:21,2017-12-14 00:00:00,17.64,22270,RJ,15025,SP,ferramentas_jardim,1550.0,30.0,22.0,30.0,-22.953082188232273,-43.18924536490677,-20.80670693101839,-49.389164535249215,0,-2.0
2018-07-16 05:23:31,2018-07-23 19:54:51,2018-07-31 00:00:00,33.92,2945,SP,14940,SP,cama_mesa_banho,4825.0,48.0,25.0,40.0,-23.483695441764514,-46.726679198015646,-21.75732063771276,-48.82974353343716,0,-8.0
2018-02-22 09:19:16,2018-04-06 18:16:42,2018-03-21 00:00:00,17.01,28991,RJ,87047,PR,informatica_acessorios,207.0,17.0,12.0,13.0,-22.912694292125327,-42.47650474338262,-23.414432773281256,-51.88601798709872,1,16.0
2017-07-27 12:40:56,2017-08-09 20:16:47,2017-08-28 00:00:00,17.07,41830,BA,14940,SP,cama_mesa_banho,1383.0,50.0,10.0,40.0,-13.00207261992395,-38.46302359081903,-21.75732063771276,-48.82974353343716,0,-19.0
2018-07-17 16:39:56,2018-07-25 18:31:29,2018-08-02 00:00:00,13.47,84265,PR,87050,PR,eletronicos,150.0,19.0,12.0,16.0,-24.334663722970415,-50.625327882787715,-23.431130605372818,-51.918235319335594,0,-8.0
2017-12-15 18:35:32,2017-12-21 16:57:24,2018-01-12 00:00:00,21.18,6900,SP,13920,SP,utilidades_domesticas,7850.0,28.0,62.0,28.0,-23.8351268270498,-46.81408628502836,-22.74032548616481,-46.896753691339335,0,-22.0
2017-06-24 17:48:01,2017-06-28 12:32:16,2017-07-07 00:00:00,14.13,6416,SP,13206,SP,utilidades_domesticas,7000.0,26.0,47.0,27.0,-23.48692629249448,-46.89283568875403,-23.211336157869347,-46.88030293880771,0,-9.0
2018-04-05 11:10:17,2018-04-17 15:57:27,2018-05-02 00:00:00,15.38,30360,MG,9015,SP,perfumaria,550.0,21.0,12.0,20.0,-19.96444292675128,-43.948558170209346,-23.659363636440848,-46.523183340521754,0,-15.0
2018-07-19 08:58:48,2018-07-26 12:33:19,2018-08-06 00:00:00,24.8,27277,RJ,36052,MG,automotivo,3767.0,32.0,23.0,26.0,-22.496952789883665,-44.127492009916175,-21.746968822869466,-43.346231922494134,0,-11.0
2018-02-05 09:38:11,2018-02-14 14:19:05,2018-03-06 00:00:00,25.81,3920,SP,37443,MG,utilidades_domesticas,10050.0,31.0,61.0,31.0,-23.597730447858044,-46.5265236810902,-21.961660896718744,-44.88903628055419,0,-20.0
2017-08-07 17:55:40,2017-08-10 15:53:17,2017-08-29 00:00:00,14.17,9510,SP,35700,MG,fashion_bolsas_e_acessorios,500.0,16.0,9.0,20.0,-23.615655757086824,-46.571860078429005,-19.45799501338864,-44.24812822762972,0,-19.0
2018-01-16 19:08:12,2018-01-23 18:12:31,2018-02-06 00:00:00,13.04,17051,SP,4461,SP,malas_acessorios,550.0,16.0,30.0,20.0,-22.330985092726326,-49.09994406784408,-23.691183009689926,-46.679584294640954,0,-14.0
2018-02-19 10:35:09,2018-02-21 19:09:29,2018-03-05 00:00:00,8.27,13920,SP,13324,SP,cool_stuff,300.0,18.0,7.0,12.0,-22.74032548616481,-46.896753691339335,-23.209471278916478,-47.309228892238536,0,-12.0
2018-02-03 03:52:32,2018-03-16 22:51:46,2018-03-08 00:00:00,15.48,91740,RS,11450,SP,beleza_saude,275.0,28.0,12.0,22.0,-30.108668249875183,-51.22225389903746,-23.94195407899811,-46.30256477959018,1,8.0
2018-04-03 21:42:57,2018-04-05 19:04:13,2018-04-18 00:00:00,8.17,6709,SP,13405,SP,cama_mesa_banho,500.0,20.0,2.0,15.0,-23.594335929948887,-46.834256985354145,-22.708702100662567,-47.664700852471455,0,-13.0
2018-05-23 14:58:24,2018-05-28 23:37:31,2018-06-08 00:00:00,9.66,5786,SP,18025,SP,brinquedos,950.0,40.0,6.0,37.0,-23.63519167113765,-46.77249597850784,-23.515612441573655,-47.44346053722513,0,-11.0
2018-06-06 00:13:43,2018-06-15 13:13:03,2018-07-23 00:00:00,19.39,95050,RS,13481,SP,fashion_bolsas_e_acessorios,550.0,16.0,5.0,30.0,-29.153966713587522,-51.16480661035684,-22.600004259281896,-47.40712858731964,0,-38.0
2018-05-06 19:51:35,2018-05-11 14:40:47,2018-05-30 00:00:00,28.78,23815,RJ,25963,RJ,eletrodomesticos_2,11375.0,55.0,19.0,33.0,-22.86867015326329,-43.78013952780047,-22.41767727466441,-42.97672144300954,0,-19.0
2018-02-23 15:28:47,2018-03-14 23:51:40,2018-03-21 00:00:00,13.07,13421,SP,87030,PR,informatica_acessorios,233.0,16.0,14.0,15.0,-22.769761724280997,-47.597279910981115,-23.413770021773328,-51.92706989550015,0,-7.0
2017-05-11 19:17:49,2017-06-07 05:27:28,2017-06-22 00:00:00,248.54,55500,PE,3908,SP,beleza_saude,30000.0,55.0,75.0,61.0,-8.366340905422762,-35.24120297027231,-23.58251935861188,-46.50719416982447,0,-15.0
2018-05-03 23:35:50,2018-05-10 19:38:23,2018-05-21 00:00:00,13.5,36061,MG,31140,MG,informatica_acessorios,100.0,40.0,2.0,24.0,-21.750479122597458,-43.3325033256798,-19.894574207526336,-43.93123458184847,0,-11.0
2017-03-10 18:29:46,2017-03-22 09:06:14,2017-03-29 00:00:00,11.74,4235,SP,17510,SP,esporte_lazer,450.0,35.0,7.0,25.0,-23.61301964942899,-46.59179479207139,-22.197206766114302,-49.95219526811751,0,-7.0
2017-05-23 17:03:13,,2017-06-19 00:00:00,15.34,72450,DF,11701,SP,esporte_lazer,120.0,30.0,15.0,15.0,-16.008511777961637,-48.05001692124417,-24.00892314920889,-46.41912533835565,0,
2018-05-21 15:40:33,2018-06-04 14:26:43,2018-06-05 00:00:00,15.37,13207,SP,31140,MG,informatica_acessorios,300.0,50.0,5.0,20.0,-23.201341019308913,-46.887848147639055,-19.894574207526336,-43.93123458184847,0,-1.0
2018-06-14 09:31:49,2018-06-18 23:03:28,2018-07-11 00:00:00,13.36,17212,SP,3062,SP,beleza_saude,100.0,16.0,2.0,11.0,-22.31706207892158,-48.54694510158924,-23.54108430841194,-46.589429401756824,0,-23.0
2018-06-10 19:54:44,2018-07-11 23:51:39,2018-07-16 00:00:00,37.53,78045,MT,25645,RJ,beleza_saude,304.0,20.0,15.0,15.0,-15.590278289558322,-56.10220538732394,-22.54079651100627,-43.20123507158808,0,-5.0
2018-03-17 17:14:41,2018-04-02 20:57:32,2018-04-12 00:00:00,20.76,93037,RS,4403,SP,cool_stuff,2350.0,16.0,40.0,16.0,-29.79380500061652,-51.13057943808711,-23.670543920073367,-46.66105567584753,0,-10.0
2018-08-02 19:55:08,2018-08-07 15:17:48,2018-08-20 00:00:00,17.16,23075,RJ,26562,RJ,moveis_sala,7500.0,61.0,11.0,46.0,-22.877775179542617,-43.57771051289783,-22.770064916804248,-43.422339662467735,0,-13.0
2018-01-09 18:30:27,2018-01-17 21:28:41,2018-02-07 00:00:00,37.9,49085,SE,15025,SP,ferramentas_jardim,1650.0,30.0,22.0,30.0,-10.906642347739764,-37.08134128723086,-20.80670693101839,-49.389164535249215,0,-21.0
2018-01-16 14:36:20,2018-01-24 19:34:38,2018-02-07 00:00:00,15.11,32115,MG,3204,SP,moveis_decoracao,950.0,20.0,35.0,20.0,-19.89318094361755,-44.027523122420256,-23.59549859480055,-46.55972696351707,0,-14.0
2017-12-22 12:59:18,2018-01-05 17:09:56,2018-01-12 00:00:00,7.78,4530,SP,7032,SP,informatica_acessorios,170.0,23.0,11.0,26.0,-23.581664346279066,-46.673090513358254,-23.503896658683402,-46.554524150411936,0,-7.0
2018-01-22 14:29:31,2018-01-31 23:22:47,2018-02-16 00:00:00,2.1,71692,DF,14940,SP,casa_conforto,1825.0,53.0,10.0,40.0,-15.90115885953206,-47.77844460865012,-21.75732063771276,-48.82974353343716,0,-16.0
2018-07-04 23:17:21,2018-07-13 14:03:03,2018-08-02 00:00:00,28.68,17550,SP,35180,MG,sinalizacao_e_seguranca,2750.0,60.0,10.0,16.0,-22.01093462817097,-49.79005463803884,-19.545340606723506,-42.643848513674975,0,-20.0
2018-01-31 13:16:54,2018-02-10 04:28:34,2018-03-01 00:00:00,20.19,13920,SP,80330,PR,moveis_decoracao,2500.0,40.0,10.0,30.0,-22.74032548616481,-46.896753691339335,-25.469973555313803,-49.30737230197126,0,-19.0
2018-04-17 08:53:47,2018-04-26 20:55:42,2018-05-30 00:00:00,23.53,20031,RJ,14600,SP,esporte_lazer,1600.0,30.0,30.0,35.0,-22.909572437655488,-43.177703112986904,-20.585751390105457,-47.863693188164746,0,-34.0
2017-03-18 21:58:38,2017-04-11 08:55:38,2017-04-26 00:00:00,14.52,28960,RJ,14940,SP,cama_mesa_banho,450.0,40.0,4.0,30.0,-22.839226507396567,-42.22206859801616,-21.75732063771276,-48.82974353343716,0,-15.0
2017-05-28 11:40:24,2017-06-08 13:35:30,2017-06-23 00:00:00,14.1,4865,SP,80610,PR,esporte_lazer,300.0,16.0,12.0,12.0,-23.783248589161186,-46.70641046985807,-25.469955086957718,-49.289821060375864,0,-15.0
2018-03-15 08:29:03,2018-04-02 17:49:32,2018-04-04 00:00:00,27.49,3573,SP,65072,MA,beleza_saude,350.0,19.0,12.0,13.0,-23.55913133571593,-46.508841083131635,-2.5012422006260024,-44.24816336596761,0,-2.0
2018-08-11 13:48:30,2018-08-23 18:03:00,2018-09-11 00:00:00,22.09,40390,BA,24120,RJ,telefonia,343.0,19.0,13.0,15.0,-12.935739311387698,-38.47640310589693,-22.88327023685682,-43.09227400558896,0,-19.0
2018-05-12 14:44:53,2018-05-23 11:05:28,2018-06-01 00:00:00,41.81,27335,RJ,3275,SP,utilidades_domesticas,6200.0,31.0,38.0,28.0,-22.542607796501027,-44.11539841781968,-23.583987138697704,-46.54139703340978,0,-9.0
2017-10-06 15:02:44,2017-10-18 20:23:26,2017-11-01 00:00:00,17.67,30130,MG,15025,SP,ferramentas_jardim,1750.0,37.0,22.0,40.0,-19.93185558700408,-43.932647431010295,-20.80670693101839,-49.389164535249215,0,-14.0
2017-09-20 12:26:50,2017-09-25 14:13:38,2017-10-17 00:00:00,13.65,1155,SP,13405,SP,cama_mesa_banho,1300.0,44.0,2.0,35.0,-23.529072884025176,-46.66331995168207,-22.708702100662567,-47.664700852471455,0,-22.0
2017-01-18 17:20:39,2017-01-27 12:09:42,2017-02-24 00:00:00,11.15,8140,SP,9271,SP,market_place,200.0,22.0,4.0,15.0,-23.511203891310117,-46.39933342623786,-23.641860793712095,-46.5007280723824,0,-28.0
2018-02-18 20:55:44,2018-02-28 18:38:34,2018-03-15 00:00:00,16.18,14807,SP,88352,SC,esporte_lazer,200.0,16.0,16.0,16.0,-21.804400431472423,-48.16063426334249,-27.076616866728674,-48.89319473283283,0,-15.0
2018-05-01 01:28:38,2018-05-07 21:58:22,2018-05-22 00:00:00,19.32,3054,SP,23943,RJ,moveis_decoracao,750.0,22.0,2.0,30.0,-23.54231342761656,-46.603755470724025,-22.94273300250208,-44.39440102941618,0,-15.0
2018-06-22 19:23:05,2018-06-26 16:08:27,2018-07-05 00:00:00,11.55,13042,SP,13456,SP,fashion_bolsas_e_acessorios,975.0,33.0,25.0,28.0,-22.94626727954731,-47.05049823985393,-22.75709691277636,-47.37609423222235,0,-9.0
2017-05-29 16:25:48,2017-06-16 15:22:10,2017-06-29 00:00:00,19.87,47740,BA,3029,SP,utilidades_domesticas,2200.0,48.0,25.0,25.0,-12.759336072245091,-43.94693060512876,-23.52982460593583,-46.618173551632395,0,-13.0
2018-06-23 10:30:35,2018-06-27 18:22:42,2018-07-12 00:00:00,7.87,5379,SP,11450,SP,beleza_saude,100.0,18.0,18.0,18.0,-23.56581730152117,-46.75268750755804,-23.94195407899811,-46.30256477959018,0,-15.0
2018-05-04 20:06:46,2018-05-09 21:48:59,2018-05-16 00:00:00,7.87,12240,SP,11704,SP,eletrodomesticos,100.0,18.0,8.0,13.0,-23.224298357534785,-45.91320082089596,-24.026525667888205,-46.478236942635036,0,-7.0
2018-03-03 17:28:48,2018-04-05 22:27:35,2018-03-27 00:00:00,15.8,91180,RS,87030,PR,informatica_acessorios,200.0,21.0,14.0,15.0,-30.01031645298386,-51.106053192719884,-23.413770021773328,-51.92706989550015,1,9.0
2018-06-23 18:28:23,2018-06-29 15:38:51,2018-07-17 00:00:00,15.11,6020,SP,14940,SP,cama_mesa_banho,1300.0,30.0,10.0,30.0,-23.53847816936169,-46.76162168584186,-21.75732063771276,-48.82974353343716,0,-18.0
2017-04-10 07:58:40,2017-04-20 12:41:31,2017-05-04 00:00:00,18.67,25811,RJ,17510,SP,esporte_lazer,1500.0,55.0,5.0,16.0,-22.10596785387792,-43.18684239388193,-22.197206766114302,-49.95219526811751,0,-14.0
2017-09-27 00:07:04,2017-10-06 15:03:43,2017-10-24 00:00:00,17.6,39205,MG,13257,SP,bebes,6600.0,45.0,25.0,35.0,-18.208163703175405,-45.226496670959094,-22.988257375889454,-46.85396269506087,0,-18.0
2017-03-16 08:53:48,2017-03-27 14:43:14,2017-04-06 00:00:00,49.85,6550,SP,86600,PR,esporte_lazer,30000.0,42.0,105.0,47.0,-23.4030477324338,-46.99511625156263,-23.31247663924116,-51.36500347341602,0,-10.0
2018-06-17 16:09:17,2018-06-26 15:20:52,2018-07-19 00:00:00,44.49,83880,PR,12952,SP,automotivo,3300.0,65.0,25.0,25.0,-26.095452253608567,-49.788178088876286,-23.08992524585618,-46.61165422508775,0,-23.0
2018-04-13 21:16:20,2018-04-17 22:42:31,2018-04-25 00:00:00,7.53,1506,SP,13186,SP,beleza_saude,150.0,22.0,3.0,15.0,-23.559558667862476,-46.635032185031825,-22.889982360458344,-47.19898012005198,0,-8.0
2017-11-01 02:38:05,2017-11-10 23:11:43,2017-11-22 00:00:00,15.1,12405,SP,35700,MG,fashion_bolsas_e_acessorios,200.0,16.0,9.0,11.0,-22.923916492417288,-45.43765990159927,-19.45799501338864,-44.24812822762972,0,-12.0
2018-03-05 14:54:33,2018-04-03 19:41:49,2018-04-04 00:00:00,18.38,34012,MG,87114,PR,informatica_acessorios,160.0,19.0,11.0,14.0,-20.00532479052168,-43.85098134058036,-23.433450486351425,-51.86670281115602,0,-1.0
2018-04-20 09:02:54,2018-05-09 18:12:48,2018-05-14 00:00:00,18.63,35700,MG,37443,MG,utilidades_domesticas,10050.0,31.0,61.0,31.0,-19.45799501338864,-44.24812822762972,-21.961660896718744,-44.88903628055419,0,-5.0
2017-09-22 20:33:05,2017-10-09 11:43:48,2017-10-17 00:00:00,22.72,31330,MG,6060,SP,casa_conforto,3500.0,40.0,20.0,40.0,-19.877826922098706,-43.9954214291907,-23.553054468928526,-46.78198098470049,0,-8.0
2018-06-21 15:00:17,2018-07-06 16:04:13,2018-07-20 00:00:00,23.2,8280,SP,8577,SP,moveis_escritorio,10075.0,55.0,64.0,26.0,-23.561189658844302,-46.4744858431001,-23.48611145466222,-46.36672076531711,0,-14.0
2017-10-25 18:12:09,2017-11-07 23:28:36,2017-11-22 00:00:00,15.77,22420,RJ,14840,SP,relogios_presentes,444.0,20.0,14.0,16.0,-22.985312022606553,-43.20414276378719,-21.36350170979939,-48.22960077888057,0,-15.0
2018-04-15 13:12:43,2018-04-28 01:04:09,2018-05-16 00:00:00,15.23,91160,RS,1212,SP,eletronicos,150.0,25.0,7.0,16.0,-29.995565074510544,-51.10254019758514,-23.538268511790665,-46.63942263256764,0,-18.0
2017-07-18 22:54:16,2017-08-01 21:13:27,2017-08-21 00:00:00,21.31,51130,PE,5537,SP,informatica_acessorios,200.0,18.0,9.0,16.0,-8.143662490924102,-34.908692225886526,-23.58593543223021,-46.735031727437764,0,-20.0
2017-09-13 10:36:49,2017-09-18 20:22:33,2017-10-11 00:00:00,22.54,34505,MG,4367,SP,cool_stuff,2000.0,28.0,36.0,27.0,-19.889137010050003,-43.80799858672714,-23.651458409656648,-46.667264990007716,0,-23.0
2017-07-03 17:01:15,2017-07-17 19:13:14,2017-07-25 00:00:00,16.11,13213,SP,89460,SC,esporte_lazer,350.0,67.0,15.0,15.0,-23.15508948167051,-46.98567021144163,-26.17842967715644,-50.39172922868355,0,-8.0
2018-05-28 21:30:24,2018-06-11 16:18:49,2018-07-04 00:00:00,16.28,83501,PR,9951,SP,beleza_saude,2134.0,25.0,22.0,16.0,-25.312880860427626,-49.29186432419761,-23.689006218373414,-46.590933120828744,0,-23.0
2017-09-18 09:02:16,2017-10-11 20:22:16,2017-10-16 00:00:00,155.11,89824,SC,24020,RJ,brinquedos,22350.0,80.0,51.0,56.0,-26.734159431290017,-52.39024293725593,-22.893701145563103,-43.12041784927668,0,-5.0
2017-03-20 22:56:13,2017-03-29 15:23:00,2017-04-18 00:00:00,16.05,79090,MS,9350,SP,ferramentas_jardim,800.0,30.0,10.0,30.0,-20.477707649463674,-54.64954316039999,-23.680729252163324,-46.444238272702385,0,-20.0
2017-05-19 16:39:10,2017-05-29 07:16:45,2017-06-13 00:00:00,15.1,27700,RJ,15081,SP,beleza_saude,178.0,18.0,11.0,17.0,-22.40767287308994,-43.667689767440216,-20.84479469089261,-49.362630067187155,0,-15.0
2017-07-30 16:45:22,,2017-08-30 00:00:00,34.35,57041,AL,14407,SP,relogios_presentes,200.0,20.0,7.0,15.0,-9.625896890906779,-35.7185950113466,-20.496250765485655,-47.41843378590997,0,
2018-08-05 00:24:05,2018-08-10 17:03:33,2018-08-17 00:00:00,84.1,88040,SC,95034,RS,cama_mesa_banho,9375.0,40.0,35.0,45.0,-27.603831163391323,-48.523562641550996,-29.16019444958931,-51.18925939305335,0,-7.0
2018-02-11 13:10:24,2018-02-28 00:38:57,2018-03-06 00:00:00,16.32,13630,SP,13250,SP,esporte_lazer,7050.0,20.0,105.0,20.0,-21.994466598287346,-47.42819522253257,-23.003301740276893,-46.83771515499861,0,-6.0
2017-10-29 15:23:08,2017-11-03 14:32:30,2017-11-17 00:00:00,15.39,9820,SP,31844,MG,beleza_saude,1400.0,16.0,35.0,11.0,-23.74089677212717,-46.555203353202636,-19.838414207271068,-43.91567119293642,0,-14.0
2017-12-19 13:41:31,2018-01-02 12:24:51,2018-01-24 00:00:00,15.1,98960,RS,4160,SP,telefonia,250.0,17.0,4.0,12.0,-27.82626472010779,-54.66498504924796,-23.625475455621878,-46.61200044104113,0,-22.0
